timestamp,cell_id,latitude,longitude,latency_ms,download_speed_mbps,upload_speed_mbps,call_drop_rate_percent,signal_strength_dbm,is_anomaly,problem_type
2024-01-01 01:01:00,CELL_021,49.351718,2.382625,101.38,43.82,7.78,2.06,-52.77,0,Normal
2024-01-01 01:02:00,CELL_015,48.674599,2.847723,20.78,54.19,17.56,0.0,-70.24,0,Normal
2024-01-01 01:03:00,CELL_043,43.099653,5.963729,22.88,3.62,0.2,5.18,-94.28,1,Low Speed
2024-01-01 01:04:00,CELL_002,48.869061,2.718351,10.27,35.22,15.77,1.62,-87.23,0,Normal
2024-01-01 01:05:00,CELL_032,43.143465,5.312102,47.28,33.32,10.92,0.0,-69.04,0,Normal
2024-01-01 01:06:00,CELL_044,43.284564,5.388669,51.12,24.07,21.81,0.49,-60.94,0,Normal
2024-01-01 01:07:00,CELL_005,49.443373,2.864608,34.35,37.3,22.41,4.51,-84.43,0,Normal
2024-01-01 01:08:00,CELL_001,49.164312,2.540081,,43.56,13.82,2.34,-70.24,0,Normal
2024-01-01 01:09:00,CELL_040,43.524718,5.225676,36.88,40.09,17.4,0.0,-52.14,0,Normal
2024-01-01 01:10:00,CELL_002,48.873152,2.711435,50.18,56.7,9.46,0.12,-77.51,0,Normal
2024-01-01 01:11:00,CELL_041,43.938851,5.3745,85.5,3.66,0.96,0.0,-91.64,1,Low Speed
2024-01-01 01:12:00,CELL_042,43.571294,5.329124,74.23,43.52,12.72,0.64,-79.99,0,Normal
2024-01-01 01:13:00,CELL_048,43.883359,5.71853,41.89,58.06,22.68,0.0,-68.15,0,Normal
2024-01-01 01:14:00,CELL_038,43.442756,5.505613,35.67,62.73,7.31,0.28,-81.53,0,Normal
2024-01-01 01:15:00,CELL_014,49.484605,2.183251,62.19,57.71,14.71,0.19,-94.66,0,Normal
2024-01-01 01:16:00,CELL_042,43.568652,5.316794,40.92,53.89,10.88,0.0,-63.68,0,Normal
2024-01-01 01:17:00,CELL_050,43.95204,5.097374,76.6,6.62,1.39,2.3,-76.35,1,Low Speed
2024-01-01 01:18:00,CELL_013,49.046138,2.284423,55.77,47.42,24.43,4.4,-89.41,0,Normal
2024-01-01 01:19:00,CELL_030,43.691368,5.316798,41.67,34.37,24.51,2.2,-77.61,0,Normal
2024-01-01 01:20:00,CELL_023,49.46883,2.387232,67.14,47.58,19.98,1.79,-58.03,0,Normal
2024-01-01 01:21:00,CELL_003,48.689893,2.916827,11.28,54.94,11.5,0.0,-75.94,0,Normal
2024-01-01 01:22:00,CELL_011,48.606813,2.033729,69.35,39.77,11.91,0.0,-76.84,0,Normal
2024-01-01 01:23:00,CELL_015,48.664651,2.841232,41.98,60.18,17.89,2.29,-69.55,0,Normal
2024-01-01 01:24:00,CELL_046,43.263034,5.705983,27.78,29.55,15.09,1.18,-58.32,0,Normal
2024-01-01 01:25:00,CELL_049,43.14383,5.388522,72.31,44.65,15.11,0.0,-85.35,0,Normal
2024-01-01 01:26:00,CELL_047,43.753316,5.250631,75.28,13.34,25.59,1.92,-77.6,0,Normal
2024-01-01 01:27:00,CELL_015,48.678587,2.848757,73.82,36.61,6.05,1.64,-80.58,0,Normal
2024-01-01 01:28:00,CELL_009,49.438342,2.782565,25.26,46.76,6.86,2.05,-61.97,0,Normal
2024-01-01 01:29:00,CELL_020,48.807403,2.508589,63.14,23.79,21.97,3.11,-95.94,0,Normal
2024-01-01 01:30:00,CELL_005,49.45225,2.877315,46.82,83.68,13.94,5.0,-83.19,0,Normal
2024-01-01 01:31:00,CELL_047,43.763127,5.260885,30.7,70.34,17.11,1.01,,0,Normal
2024-01-01 01:32:00,CELL_042,43.569446,5.329249,32.43,41.24,20.81,1.82,-63.31,0,Normal
2024-01-01 01:33:00,CELL_048,43.884251,5.717045,55.33,55.93,14.89,0.0,-84.86,0,Normal
2024-01-01 01:34:00,CELL_047,43.76166,5.262297,79.37,63.01,16.91,0.0,-77.64,0,Normal
2024-01-01 01:35:00,CELL_049,43.130826,5.397058,20.27,51.71,18.16,1.53,-74.06,0,Normal
2024-01-01 01:36:00,CELL_018,49.472815,2.884042,71.01,37.53,1.87,0.0,-74.79,0,Normal
2024-01-01 01:37:00,CELL_021,49.363863,2.396555,65.92,85.18,15.52,3.7,-72.7,0,Normal
2024-01-01 01:38:00,CELL_032,43.151687,5.309085,56.21,41.42,21.95,0.06,-77.8,0,Normal
2024-01-01 01:39:00,CELL_026,43.298839,5.326593,63.14,56.4,15.42,3.48,-59.74,0,Normal
2024-01-01 01:40:00,CELL_045,43.194767,5.743071,57.26,45.71,7.99,0.02,-87.1,0,Normal
2024-01-01 01:41:00,CELL_016,49.410703,2.312809,45.03,24.73,16.03,0.1,-73.19,0,Normal
2024-01-01 01:42:00,CELL_023,49.461938,2.376671,74.36,50.34,15.59,0.0,-70.56,0,Normal
2024-01-01 01:43:00,CELL_031,43.630861,5.490186,86.9,39.72,19.86,1.95,-61.74,0,Normal
2024-01-01 01:44:00,CELL_033,43.117064,5.450097,50.09,45.17,15.95,5.75,-65.63,0,Normal
2024-01-01 01:45:00,CELL_006,48.949025,2.6988,25.28,48.54,15.53,0.0,-63.33,0,Normal
2024-01-01 01:46:00,CELL_040,43.539371,5.223918,49.55,45.67,19.24,5.62,-74.59,0,Normal
2024-01-01 01:47:00,CELL_016,49.407151,2.316155,15.14,60.73,21.02,2.1,-64.44,0,Normal
2024-01-01 01:48:00,CELL_001,49.159089,2.536448,31.39,48.46,15.88,2.82,-75.57,0,Normal
2024-01-01 01:49:00,CELL_038,43.427903,5.492058,43.37,4.29,0.2,2.75,-113.03,1,Low Speed
2024-01-01 01:50:00,CELL_025,49.110693,2.306453,34.36,69.94,18.23,1.32,-84.14,0,Normal
2024-01-01 01:51:00,CELL_036,43.925922,5.23685,67.12,27.08,20.74,3.46,-89.58,0,Normal
2024-01-01 01:52:00,CELL_005,49.448841,2.881422,42.18,52.38,13.4,0.0,,0,Normal
2024-01-01 01:53:00,CELL_040,43.523036,5.226511,73.04,58.07,19.98,1.61,-60.21,0,Normal
2024-01-01 01:54:00,CELL_020,48.800874,2.511505,57.57,75.13,16.48,1.72,-81.23,0,Normal
2024-01-01 01:55:00,CELL_015,48.665237,2.85037,34.47,75.38,4.73,1.1,-60.84,0,Normal
2024-01-01 01:56:00,CELL_003,48.683035,2.91893,33.64,66.17,20.45,2.43,-72.26,0,Normal
2024-01-01 01:57:00,CELL_019,48.633151,2.329573,32.82,33.79,21.4,1.4,-72.86,0,Normal
2024-01-01 01:58:00,CELL_015,48.659938,2.831104,60.61,62.96,8.06,0.0,-70.5,0,Normal
2024-01-01 01:59:00,CELL_011,48.613302,2.035942,51.42,48.98,14.0,0.0,-73.28,0,Normal
2024-01-01 02:00:00,CELL_002,48.86408,2.719714,49.56,69.87,22.58,2.44,-54.91,0,Normal
2024-01-01 02:01:00,CELL_016,49.407028,2.319239,60.51,39.43,16.05,0.0,-70.57,0,Normal
2024-01-01 02:02:00,CELL_006,48.942193,2.712055,92.34,38.19,14.36,0.3,-78.19,0,Normal
2024-01-01 02:03:00,CELL_040,43.528207,5.225841,10.95,8.42,15.13,0.13,-59.48,0,Normal
2024-01-01 02:04:00,CELL_015,48.663597,2.838151,10.0,62.63,16.32,0.0,-57.29,0,Normal
2024-01-01 02:05:00,CELL_011,48.607127,2.040103,65.2,55.4,21.88,5.56,-70.6,0,Normal
2024-01-01 02:06:00,CELL_014,49.48556,2.192646,44.83,42.9,24.1,0.0,-75.9,0,Normal
2024-01-01 02:07:00,CELL_026,43.308783,5.32518,34.93,44.07,20.24,2.04,-72.91,0,Normal
2024-01-01 02:08:00,CELL_013,49.053304,2.292463,57.55,48.66,16.05,1.78,-65.89,0,Normal
2024-01-01 02:09:00,CELL_044,43.280001,5.391235,73.88,40.15,5.67,0.0,-83.01,0,Normal
2024-01-01 02:10:00,CELL_012,48.587414,2.804744,63.24,32.96,13.2,3.81,-75.83,0,Normal
2024-01-01 02:11:00,CELL_036,43.936927,5.227026,52.77,55.9,12.3,1.93,-70.34,0,Normal
2024-01-01 02:12:00,CELL_046,43.264168,5.715896,49.86,25.68,15.58,0.0,-91.13,0,Normal
2024-01-01 02:13:00,CELL_011,48.619973,2.036848,75.33,47.84,10.64,2.21,-66.87,0,Normal
2024-01-01 02:14:00,CELL_044,43.28319,5.374571,35.94,43.38,19.49,0.0,-74.37,0,Normal
2024-01-01 02:15:00,CELL_008,49.049651,2.145325,23.49,69.65,9.37,0.0,-77.01,0,Normal
2024-01-01 02:16:00,CELL_039,43.774057,5.754191,77.54,13.51,10.34,2.21,-59.22,0,Normal
2024-01-01 02:17:00,CELL_045,43.198844,5.755858,44.46,45.77,25.38,1.52,-74.68,0,Normal
2024-01-01 02:18:00,CELL_044,43.286967,5.384056,22.06,42.07,18.8,1.84,-74.54,0,Normal
2024-01-01 02:19:00,CELL_002,48.863491,2.709736,22.16,37.25,14.38,1.58,-67.8,0,Normal
2024-01-01 02:20:00,CELL_048,43.887695,5.71605,51.12,81.17,16.47,0.37,-59.45,0,Normal
2024-01-01 02:21:00,CELL_012,48.569714,2.811964,50.64,49.3,16.73,0.28,-84.47,0,Normal
2024-01-01 02:22:00,CELL_022,48.970066,2.840613,34.98,38.59,17.75,0.0,-58.23,0,Normal
2024-01-01 02:23:00,CELL_002,48.862225,2.712985,67.16,68.46,14.07,0.0,-76.41,0,Normal
2024-01-01 02:24:00,CELL_015,48.664969,2.838211,63.23,42.9,15.44,1.7,-56.7,0,Normal
2024-01-01 02:25:00,CELL_033,43.124219,5.434095,60.26,50.46,14.9,0.0,-73.0,0,Normal
2024-01-01 02:26:00,CELL_022,48.967796,2.840514,64.42,53.56,18.69,1.94,-77.74,0,Normal
2024-01-01 02:27:00,CELL_044,43.278128,5.392617,28.28,75.07,13.61,0.0,-72.78,0,Normal
2024-01-01 02:28:00,CELL_012,48.571039,2.811255,23.09,44.94,6.56,1.19,-57.56,0,Normal
2024-01-01 02:29:00,CELL_001,49.155184,2.543147,101.29,12.55,12.94,0.0,-67.76,0,Normal
2024-01-01 02:30:00,CELL_031,43.624473,5.488481,74.83,48.01,17.32,0.0,-70.86,0,Normal
2024-01-01 02:31:00,CELL_010,49.499816,2.551188,28.3,52.86,16.56,3.71,-77.72,0,Normal
2024-01-01 02:32:00,CELL_026,43.296679,5.320956,24.63,37.5,20.58,1.95,-76.12,0,Normal
2024-01-01 02:33:00,CELL_002,48.870177,2.716555,97.16,70.78,11.02,0.0,-85.16,0,Normal
2024-01-01 02:34:00,CELL_047,43.769425,5.266572,55.63,33.01,12.42,3.77,-67.28,0,Normal
2024-01-01 02:35:00,CELL_043,43.094244,5.953152,38.72,56.52,20.13,0.99,-68.77,0,Normal
2024-01-01 02:36:00,CELL_012,48.579366,2.805944,31.95,13.67,13.81,0.0,-76.72,0,Normal
2024-01-01 02:37:00,CELL_010,49.495146,2.537908,39.3,58.45,27.03,1.72,-86.15,0,Normal
2024-01-01 02:38:00,CELL_014,49.479458,2.190359,52.32,47.01,15.6,0.0,-80.56,0,Normal
2024-01-01 02:39:00,CELL_024,49.191552,2.932573,48.07,37.81,17.17,1.73,-67.84,0,Normal
2024-01-01 02:40:00,CELL_031,43.635881,5.476669,39.03,50.9,11.77,3.56,-101.57,0,Normal
2024-01-01 02:41:00,CELL_020,48.801881,2.514202,31.83,46.68,18.59,2.4,-75.31,0,Normal
2024-01-01 02:42:00,CELL_042,43.563806,5.317136,41.64,41.22,10.63,2.23,-69.75,0,Normal
2024-01-01 02:43:00,CELL_023,49.474223,2.386811,52.88,66.26,21.28,0.0,-60.16,0,Normal
2024-01-01 02:44:00,CELL_018,49.476367,2.890717,134.81,35.06,24.45,0.37,-64.73,1,High Latency
2024-01-01 02:45:00,CELL_010,49.500028,2.542933,31.18,23.5,15.24,0.17,-82.97,0,Normal
2024-01-01 02:46:00,CELL_046,43.257939,5.711193,55.41,35.54,15.29,5.3,-48.21,0,Normal
2024-01-01 02:47:00,CELL_005,49.453282,2.869399,37.47,38.17,16.03,0.0,-72.15,0,Normal
2024-01-01 02:48:00,CELL_002,48.868806,2.718639,44.09,49.6,20.04,1.94,-56.33,0,Normal
2024-01-01 02:49:00,CELL_002,48.879118,2.719307,59.81,65.88,10.61,1.69,-67.45,0,Normal
2024-01-01 02:50:00,CELL_012,48.572261,2.804924,49.67,25.78,16.21,2.3,-80.88,0,Normal
2024-01-01 02:51:00,CELL_039,43.770013,5.744465,57.69,56.96,16.75,0.0,-68.05,0,Normal
2024-01-01 02:52:00,CELL_011,48.604358,2.033159,57.37,55.0,17.33,2.09,-47.9,0,Normal
2024-01-01 02:53:00,CELL_038,43.435323,5.50734,54.23,40.83,15.7,3.27,-55.29,0,Normal
2024-01-01 02:54:00,CELL_036,43.936653,5.224363,77.07,72.5,3.1,5.93,-62.61,0,Normal
2024-01-01 02:55:00,CELL_040,43.542022,5.221058,22.0,69.28,14.84,1.68,-86.33,0,Normal
2024-01-01 02:56:00,CELL_013,49.055208,2.28106,28.16,66.87,12.38,3.43,-63.82,0,Normal
2024-01-01 02:57:00,CELL_007,48.783523,2.417158,71.79,75.94,8.08,0.0,-67.03,0,Normal
2024-01-01 02:58:00,CELL_047,43.757105,5.267166,49.15,52.47,10.6,0.0,-69.86,0,Normal
2024-01-01 02:59:00,CELL_031,43.6348,5.490022,41.22,61.24,15.57,1.02,-62.85,0,Normal
2024-01-01 03:00:00,CELL_013,49.041995,2.285437,76.94,38.38,14.83,2.52,-69.52,0,Normal
2024-01-01 03:01:00,CELL_042,43.572788,5.327301,35.87,55.48,4.52,2.66,-73.92,0,Normal
2024-01-01 03:02:00,CELL_027,43.079624,5.219561,53.81,75.26,16.86,0.0,-69.1,0,Normal
2024-01-01 03:03:00,CELL_037,43.985522,5.454361,42.65,37.2,8.82,0.93,-70.29,0,Normal
2024-01-01 03:04:00,CELL_020,48.803063,2.499035,51.23,54.87,20.64,2.23,-93.17,0,Normal
2024-01-01 03:05:00,CELL_011,48.616192,2.045962,42.73,53.18,10.32,4.86,-76.84,0,Normal
2024-01-01 03:06:00,CELL_009,49.434316,2.779134,61.14,45.08,11.0,0.0,-73.58,0,Normal
2024-01-01 03:07:00,CELL_015,48.672498,2.831318,35.64,58.24,11.47,1.24,-51.28,0,Normal
2024-01-01 03:08:00,CELL_011,48.610607,2.048855,44.43,55.36,17.96,0.89,-64.25,0,Normal
2024-01-01 03:09:00,CELL_031,43.622196,5.481819,50.32,52.77,13.52,3.82,-78.38,0,Normal
2024-01-01 03:10:00,CELL_011,48.618427,2.046321,88.04,66.83,8.22,1.97,-78.35,0,Normal
2024-01-01 03:11:00,CELL_030,43.70268,5.314078,59.66,62.45,9.28,3.93,-72.84,0,Normal
2024-01-01 03:12:00,CELL_043,43.097989,5.963706,30.61,59.54,17.53,0.0,-62.56,0,Normal
2024-01-01 03:13:00,CELL_041,43.937435,5.374765,21.54,70.98,12.89,0.11,-51.74,0,Normal
2024-01-01 03:14:00,CELL_024,49.187471,2.929321,51.28,45.13,24.63,2.01,-74.12,0,Normal
2024-01-01 03:15:00,CELL_001,49.152917,2.540314,100.0,47.64,16.08,1.46,-92.85,1,High Latency
2024-01-01 03:16:00,CELL_022,48.974398,2.834885,42.61,58.68,20.74,0.0,-75.92,0,Normal
2024-01-01 03:17:00,CELL_037,43.984055,5.471829,,28.98,13.71,0.0,-75.96,0,Normal
2024-01-01 03:18:00,CELL_031,43.619476,5.474147,53.96,74.12,9.87,0.09,-92.08,0,Normal
2024-01-01 03:19:00,CELL_043,43.091451,5.966163,74.29,26.3,11.03,0.0,-83.51,0,Normal
2024-01-01 03:20:00,CELL_008,49.047551,2.147933,21.53,25.74,19.07,0.0,-68.46,0,Normal
2024-01-01 03:21:00,CELL_044,43.282393,5.373748,86.29,25.12,21.54,1.07,-51.77,0,Normal
2024-01-01 03:22:00,CELL_013,49.042557,2.283467,21.43,63.33,11.3,2.39,-75.91,0,Normal
2024-01-01 03:23:00,CELL_024,49.191554,2.922222,95.36,36.58,15.03,2.84,-61.35,0,Normal
2024-01-01 03:24:00,CELL_008,49.045299,2.134965,79.71,47.76,11.19,2.76,-94.79,0,Normal
2024-01-01 03:25:00,CELL_044,43.281816,5.385736,46.08,49.66,17.21,2.83,-74.93,0,Normal
2024-01-01 03:26:00,CELL_001,49.161907,2.535123,35.67,69.77,10.16,2.21,-72.48,0,Normal
2024-01-01 03:27:00,CELL_041,43.941364,5.374105,77.55,54.35,7.01,3.54,-75.1,0,Normal
2024-01-01 03:28:00,CELL_031,43.629819,5.492206,32.87,32.56,18.95,2.36,-79.01,0,Normal
2024-01-01 03:29:00,CELL_011,48.620616,2.048135,28.42,73.05,10.74,3.02,-90.5,0,Normal
2024-01-01 03:30:00,CELL_019,48.616136,2.3377,55.95,51.91,4.63,1.56,-49.35,0,Normal
2024-01-01 03:31:00,CELL_002,48.872652,2.713739,81.57,66.58,18.51,0.0,-80.29,0,Normal
2024-01-01 03:32:00,CELL_049,43.132455,5.393176,61.04,36.17,16.16,2.42,-75.18,0,Normal
2024-01-01 03:33:00,CELL_030,43.690655,5.324761,62.74,4.87,0.34,0.0,-81.14,1,Low Speed
2024-01-01 03:34:00,CELL_015,48.667761,2.838082,64.68,50.23,14.68,2.17,-70.02,0,Normal
2024-01-01 03:35:00,CELL_031,43.634644,5.480435,48.08,61.01,22.18,0.0,-67.73,0,Normal
2024-01-01 03:36:00,CELL_028,43.009312,5.37308,53.61,64.46,19.23,0.0,-51.77,0,Normal
2024-01-01 03:37:00,CELL_029,43.929066,5.459849,57.37,59.94,19.82,3.72,-90.54,0,Normal
2024-01-01 03:38:00,CELL_010,49.494838,2.546582,59.8,53.17,13.22,1.04,-77.63,0,Normal
2024-01-01 03:39:00,CELL_003,48.677534,2.92544,55.52,58.52,17.18,1.77,-59.88,0,Normal
2024-01-01 03:40:00,CELL_050,43.953618,5.094181,49.89,50.44,11.62,1.05,-84.14,0,Normal
2024-01-01 03:41:00,CELL_040,43.538376,5.218242,87.31,58.07,19.34,3.34,-64.77,0,Normal
2024-01-01 03:42:00,CELL_012,48.574061,2.798534,54.38,53.57,9.74,0.0,-66.59,0,Normal
2024-01-01 03:43:00,CELL_048,43.885681,5.73453,60.43,45.22,17.24,1.73,-74.99,0,Normal
2024-01-01 03:44:00,CELL_046,43.261525,5.707631,42.74,61.12,17.39,5.82,-79.37,0,Normal
2024-01-01 03:45:00,CELL_013,49.047297,2.29231,56.2,53.39,13.93,3.57,-85.06,0,Normal
2024-01-01 03:46:00,CELL_008,49.048537,2.148038,52.11,34.68,16.81,0.0,-64.84,0,Normal
2024-01-01 03:47:00,CELL_019,48.620391,2.336077,32.33,38.27,25.8,3.89,-81.33,0,Normal
2024-01-01 03:48:00,CELL_049,43.125041,5.394946,48.22,58.62,19.92,2.08,-70.85,0,Normal
2024-01-01 03:49:00,CELL_033,43.115835,5.440999,51.94,76.77,12.88,0.0,-64.57,0,Normal
2024-01-01 03:50:00,CELL_050,43.952677,5.084259,42.08,29.64,22.87,4.82,-67.65,0,Normal
2024-01-01 03:51:00,CELL_014,49.475597,2.188876,45.68,39.43,21.61,0.81,-56.24,0,Normal
2024-01-01 03:52:00,CELL_037,43.985093,5.461343,52.51,55.97,18.45,0.54,-50.06,0,Normal
2024-01-01 03:53:00,CELL_001,49.167357,2.535991,59.25,42.92,11.19,0.0,-68.17,0,Normal
2024-01-01 03:54:00,CELL_017,49.408158,2.579381,41.54,66.12,20.44,8.25,-120.0,1,Call Drops
2024-01-01 03:55:00,CELL_030,43.692326,5.329367,52.89,32.65,13.28,0.0,-81.23,0,Normal
2024-01-01 03:56:00,CELL_044,43.290713,5.378365,55.71,45.18,16.7,5.54,-68.06,0,Normal
2024-01-01 03:57:00,CELL_001,49.15641,2.535627,40.89,43.74,6.9,1.62,-49.97,0,Normal
2024-01-01 03:58:00,CELL_041,43.944015,5.38321,69.01,28.71,20.93,0.0,-78.22,0,Normal
2024-01-01 03:59:00,CELL_025,49.110871,2.325088,82.23,56.26,13.66,0.0,-73.98,0,Normal
2024-01-01 04:00:00,CELL_017,49.406453,2.589157,55.69,54.54,24.21,0.0,-81.22,0,Normal
2024-01-01 04:01:00,CELL_029,43.938022,5.475239,65.16,36.41,17.34,0.0,-82.08,0,Normal
2024-01-01 04:02:00,CELL_039,43.769212,5.74346,36.96,54.79,17.0,2.28,-68.22,0,Normal
2024-01-01 04:03:00,CELL_027,43.068182,5.20678,77.55,70.74,10.3,2.57,-66.33,0,Normal
2024-01-01 04:04:00,CELL_031,43.62222,5.475912,44.85,51.87,18.72,0.0,-56.3,0,Normal
2024-01-01 04:05:00,CELL_040,43.525681,5.216218,56.58,34.12,15.66,0.0,-63.73,0,Normal
2024-01-01 04:06:00,CELL_034,43.464326,5.726532,29.58,42.3,16.64,0.0,-64.08,0,Normal
